id,maHV,name,phone,dob,gender,idNumber,address,queQuan,ngayCapCCCD,noiCapCCCD,classId,licence,feePlanId,promotionId,totalFee,profileComplete,responsibleStaffId,branchId,createdAt,docs_cccd,docs_gksk,docs_donDeNghi,docs_the3x4,notes
hv-064,HV064,Mỹ Linh,032 318 329,19/06/1997,Nữ,0790974242526,"31/24 Nguyễn Văn Trỗi, Q.12, TP.HCM",Đồng Nai,28/09/2019,Cục CS QLHC về TTXH,cls-2025-03-04-1,A1,fee-a1,promo-none,565000,true,u-2,br-1,11/03/2025 10:14:52,true,true,true,true,"Đóng đủ ngay lúc đăng ký. Tinh thần tốt. Kỹ năng phanh trước tốt, đã làm chủ trên dốc."
hv-065,HV065,Robert Lewandowski,076 327 319,23/06/1998,Nam,0790982436343,"234/9 Lê Duẩn, Q.Bình Thạnh, TP.HCM",Quảng Bình,03/09/2019,Cục CS QLHC về TTXH,cls-2025-03-04-1,A1,fee-a1,promo-none,565000,true,u-2,br-1,27/02/2025 15:27:10,true,true,true,true,Đóng đủ ngay lúc đăng ký. Tinh thần tốt. Hay quên xi-nhan khi rẽ phải. Đã được nhắc.
hv-066,HV066,Drake,076 693 684,23/06/1996,Nam,0790967458891,"290/28 Võ Văn Tần, Q.Gò Vấp, TP.HCM",Hải Phòng,09/02/2021,Cục CS QLHC về TTXH,cls-2025-03-04-1,A1,fee-a1,promo-none,565000,true,u-1,br-1,22/02/2025 13:51:53,true,true,true,true,Đóng đủ ngay lúc đăng ký. Tinh thần tốt. Cần luyện đề lý thuyết phần biển báo.
hv-067,HV067,Phan Anh,083 179 530,19/06/2002,Nam,0791021572108,"236/29 Cách Mạng Tháng 8, Q.12, TP.HCM",Bà Rịa - Vũng Tàu,26/07/2021,Cục CS QLHC về TTXH,cls-2025-03-04-1,A1,fee-a1,promo-none,565000,true,u-1,br-1,23/02/2025 16:20:16,true,true,true,true,Đóng đủ ngay lúc đăng ký. Tinh thần tốt. Bài đường gồ ghề lái chắc tay.
hv-068,HV068,Mã Siêu,081 111 984,07/01/1991,Nam,0790911419310,"214/26 Trường Sa, Q.5, TP.HCM",Phú Yên,03/02/2018,Cục CS QLHC về TTXH,cls-2025-03-04-1,A1,fee-a1,promo-none,565000,true,u-2,br-1,06/03/2025 15:06:51,true,true,true,true,"Đóng đủ ngay lúc đăng ký. Tinh thần tốt. Vào bài hình số 8 còn rộng, cần thu hẹp."
hv-069,HV069,Hà Đức Chinh,093 975 762,28/03/2007,Nam,0791078254117,"205/5 Phan Xích Long, Q.2, TP.HCM",Bến Tre,04/05/2021,Cục CS QLHC về TTXH,cls-2025-03-04-1,A1,fee-a1,promo-none,565000,true,u-1,br-1,01/03/2025 13:11:16,true,true,true,true,Đóng đủ ngay lúc đăng ký. Tinh thần tốt. Cần luyện đề lý thuyết phần biển báo.
hv-070,HV070,IU,086 926 590,27/09/2007,Nữ,0791076081726,"184/25 Cộng Hòa, Q.5, TP.HCM",Thái Bình,20/08/2021,Cục CS QLHC về TTXH,cls-2025-03-04-1,A1,fee-a1,promo-summer,415000,true,u-1,br-1,06/03/2025 17:41:39,true,true,true,true,Đóng đủ ngay lúc đăng ký. Tinh thần tốt. Phản ứng nhanh với tình huống bất ngờ.
hv-071,HV071,Minh Hằng,076 760 925,05/07/2004,Nữ,0791049089131,"2/13 Điện Biên Phủ, Q.Tân Phú, TP.HCM",Lâm Đồng,17/01/2020,Cục CS QLHC về TTXH,cls-2025-03-04-1,A,fee-a,promo-none,1995000,true,u-2,br-1,08/03/2025 13:25:42,true,true,true,true,Đóng đủ ngay lúc đăng ký. Tinh thần tốt. Lo lắng trước ngày thi — cần động viên.
hv-072,HV072,Châu Đăng Khoa,058 434 933,24/05/2005,Nam,0791053168322,"159/12 Phạm Văn Đồng, Q.2, TP.HCM",Bà Rịa - Vũng Tàu,24/10/2022,Cục CS QLHC về TTXH,cls-2025-03-04-1,A1,fee-a1,promo-none,565000,true,u-2,br-1,10/03/2025 17:32:51,true,true,true,true,Đóng đủ ngay lúc đăng ký. Tinh thần tốt. Cần luyện thêm bài đường thẳng và số 1 chậm.
hv-073,HV073,Đặng Tử Kỳ,083 523 676,27/04/2004,Nữ,0791045868472,"10/24 Lê Văn Sỹ, Q.Tân Phú, TP.HCM",Tiền Giang,27/01/2021,Cục CS QLHC về TTXH,cls-2025-03-04-1,A1,fee-a1,promo-none,565000,true,u-2,br-1,07/03/2025 09:12:45,true,true,true,true,"Đóng đủ ngay lúc đăng ký. Tinh thần tốt. Số 2 và số 3 tự tin, sang số mượt."
hv-074,HV074,Ariana Grande,084 120 531,21/11/2004,Nữ,0791043283089,"321/14 Võ Văn Tần, Q.Tân Phú, TP.HCM",An Giang,02/04/2023,Cục CS QLHC về TTXH,cls-2025-03-05-1,A1,fee-a1,promo-none,565000,true,u-1,br-1,03/02/2025 13:49:47,true,true,true,true,"Đóng đủ ngay lúc đăng ký. Tinh thần tốt. Đã hoàn thành 3 buổi sa hình, đạt yêu cầu."
hv-075,HV075,Antoine Griezmann,059 613 689,05/02/2001,Nam,0791019283389,"80/21 Lê Lợi, Q.10, TP.HCM",Quảng Bình,19/09/2020,Cục CS QLHC về TTXH,cls-2025-03-05-1,A1,fee-a1,promo-summer,415000,true,u-2,br-1,04/02/2025 11:00:14,true,true,true,true,Đóng đủ ngay lúc đăng ký. Tinh thần tốt. Tư thế ngồi chưa thoải mái — đang điều chỉnh.
hv-076,HV076,Mai Phương Thúy,090 597 692,14/09/1993,Nữ,0790932916320,"361/24 Lê Lợi, Q.Bình Thạnh, TP.HCM",Đà Nẵng,01/12/2024,Cục CS QLHC về TTXH,cls-2025-03-05-1,A,fee-a,promo-sgnv,1695000,true,u-2,br-1,31/01/2025 09:25:51,true,true,true,true,Đóng đủ ngay lúc đăng ký. Tinh thần tốt. Cần luyện thêm bài đường thẳng và số 1 chậm.
hv-077,HV077,Phạm Băng Băng,039 653 787,07/03/1989,Nữ,0790894282214,"141/22 Cách Mạng Tháng 8, Q.Gò Vấp, TP.HCM",Bình Dương,22/10/2023,Cục CS QLHC về TTXH,cls-2025-03-05-1,A1,fee-a1,promo-summer,415000,true,u-1,br-1,14/02/2025 09:59:18,true,true,true,true,Đóng đủ ngay lúc đăng ký. Tinh thần tốt. Tay lái còn run khi vào cua hẹp.
hv-078,HV078,Ngô Thanh Vân,035 201 561,24/08/2005,Nữ,0791051660630,"316/20 Phan Xích Long, Q.7, TP.HCM",Hà Nội,15/08/2020,Cục CS QLHC về TTXH,cls-2025-03-05-1,A,fee-a,promo-none,1995000,false,u-2,br-1,24/02/2025 10:32:06,true,true,false,false,"Đăng ký trước, đóng đủ sau. Đúng tiến độ. Cần luyện đề lý thuyết phần biển báo."
hv-079,HV079,Lương Thùy Linh,082 318 325,27/10/2003,Nữ,0791032030647,"4/6 Điện Biên Phủ, Q.4, TP.HCM",Đồng Tháp,24/09/2020,Cục CS QLHC về TTXH,cls-2025-03-05-1,A1,fee-a1,promo-none,565000,true,u-2,br-1,11/03/2025 17:12:25,true,true,true,true,"Đăng ký trước, đóng đủ sau. Đúng tiến độ. Bài đường gồ ghề lái chắc tay."
hv-080,HV080,Harry Kane,078 133 920,24/04/1995,Nam,0790957281733,"133/17 Cách Mạng Tháng 8, H.Bình Chánh, TP.HCM",Cà Mau,26/04/2021,Cục CS QLHC về TTXH,cls-2025-03-05-1,A,fee-a,promo-none,1995000,false,u-2,br-1,26/02/2025 12:55:32,true,true,true,true,Đóng đủ ngay lúc đăng ký. Tinh thần tốt. Lo lắng trước ngày thi — cần động viên.
hv-081,HV081,Khánh Vân,070 956 432,12/02/1998,Nữ,0790983956310,"365/5 Hoàng Văn Thụ, Q.Thủ Đức, TP.HCM",Long An,28/05/2019,Cục CS QLHC về TTXH,cls-2025-03-05-1,A1,fee-a1,promo-link,365000,false,u-2,br-1,29/01/2025 08:17:06,true,true,true,false,Đóng đủ ngay lúc đăng ký. Tinh thần tốt. Lo lắng trước ngày thi — cần động viên.
hv-082,HV082,Diễm Hương,086 145 342,18/02/2004,Nữ,0791045902557,"244/22 Trần Não, Q.Tân Bình, TP.HCM",Đà Nẵng,25/04/2023,Cục CS QLHC về TTXH,cls-2025-03-05-1,A1,fee-a1,promo-none,565000,true,u-2,br-1,10/03/2025 12:53:27,true,true,true,true,"Đóng đủ ngay lúc đăng ký. Tinh thần tốt. Số 2 và số 3 tự tin, sang số mượt."
hv-083,HV083,Quang Thắng,082 896 566,06/02/2007,Nam,0791079133609,"40/26 Cách Mạng Tháng 8, Q.Bình Thạnh, TP.HCM",Quảng Ngãi,17/01/2021,Cục CS QLHC về TTXH,cls-2025-03-05-1,A,fee-a,promo-none,1995000,true,u-2,br-1,29/01/2025 14:30:18,true,true,true,true,Đóng đủ ngay lúc đăng ký. Tinh thần tốt. Tay lái còn run khi vào cua hẹp.
hv-084,HV084,Kevin De Bruyne,077 583 885,03/01/2008,Nam,0791084606688,"256/27 Pasteur, Q.Bình Tân, TP.HCM",Hà Tĩnh,26/04/2021,Cục CS QLHC về TTXH,cls-2025-03-05-1,A1,fee-a1,promo-summer,415000,true,u-2,br-1,12/02/2025 13:46:34,true,true,true,true,Đóng đủ ngay lúc đăng ký. Tinh thần tốt. Cần luyện đề lý thuyết phần biển báo.
hv-085,HV085,Từ Hi Thái Hậu,032 400 758,03/08/1995,Nữ,0790956447309,"155/25 Nguyễn Trãi, H.Bình Chánh, TP.HCM",Hà Tĩnh,24/08/2019,Cục CS QLHC về TTXH,cls-2025-03-01-2,A1,fee-a1,promo-none,565000,false,u-4,br-2,20/02/2025 12:34:11,true,true,false,false,Đóng đủ ngay lúc đăng ký. Tinh thần tốt. Tư thế ngồi chưa thoải mái — đang điều chỉnh.
hv-086,HV086,Trương Phi,070 819 535,12/02/2003,Nam,0791034437029,"120/5 Đồng Khởi, Q.Bình Thạnh, TP.HCM",Bến Tre,24/06/2018,Cục CS QLHC về TTXH,cls-2025-03-01-2,A1,fee-a1,promo-none,565000,true,u-4,br-2,25/02/2025 13:48:52,true,true,true,true,"Đóng đủ ngay lúc đăng ký. Tinh thần tốt. Số 2 và số 3 tự tin, sang số mượt."
hv-087,HV087,Lưu Bị,039 423 295,18/01/2007,Nam,0791073526291,"123/24 Phan Đăng Lưu, Q.8, TP.HCM",Thanh Hóa,02/10/2020,Cục CS QLHC về TTXH,cls-2025-03-01-2,A,fee-a,promo-summer,1845000,true,u-4,br-2,01/03/2025 15:07:27,true,true,true,true,"Đã đóng đợt 1. Còn lại 922,500đ. Cần đeo kính khi học vì hơi cận."
hv-088,HV088,Văn Toàn,077 747 107,16/03/1997,Nam,0790975128391,"275/2 Lê Văn Sỹ, Q.8, TP.HCM",Tiền Giang,05/08/2020,Cục CS QLHC về TTXH,cls-2025-03-01-2,A1,fee-a1,promo-none,565000,false,u-3,br-2,09/02/2025 17:17:29,true,false,true,true,Đóng đủ ngay lúc đăng ký. Tinh thần tốt. Tay lái còn run khi vào cua hẹp.
hv-089,HV089,Adele,098 967 254,16/09/2001,Nữ,0791015766340,"196/26 Nguyễn Văn Linh, Q.4, TP.HCM",Đồng Tháp,06/02/2024,Cục CS QLHC về TTXH,cls-2025-03-01-2,A,fee-a,promo-none,1995000,true,u-3,br-2,17/02/2025 16:51:59,true,true,true,true,Đóng đủ ngay lúc đăng ký. Tinh thần tốt. Hay quên xi-nhan khi rẽ phải. Đã được nhắc.
hv-090,HV090,Hồ Hoài Anh,056 788 178,24/11/1989,Nam,0790893582560,"348/16 Lê Văn Sỹ, Q.10, TP.HCM",Lâm Đồng,19/06/2023,Cục CS QLHC về TTXH,cls-2025-03-01-2,A,fee-a,promo-none,1995000,true,u-3,br-2,26/02/2025 15:56:25,true,true,true,true,Đóng đủ ngay lúc đăng ký. Tinh thần tốt. Tư thế ngồi chưa thoải mái — đang điều chỉnh.
hv-091,HV091,Điêu Thuyền,033 270 981,08/10/2003,Nữ,0791031951016,"286/20 Trần Não, Q.Bình Tân, TP.HCM",Quảng Nam,11/05/2024,Cục CS QLHC về TTXH,cls-2025-03-01-2,A1,fee-a1,promo-none,565000,false,u-4,br-2,14/02/2025 11:05:27,true,true,true,false,Đóng đủ ngay lúc đăng ký. Tinh thần tốt. Bài đường gồ ghề lái chắc tay.
hv-092,HV092,Bạch Cư Dị,076 893 634,13/07/2006,Nam,0791066360659,"210/11 Quang Trung, Q.Tân Phú, TP.HCM",Bến Tre,24/04/2019,Cục CS QLHC về TTXH,cls-2025-03-01-2,A1,fee-a1,promo-none,565000,true,u-4,br-2,15/02/2025 17:18:51,true,true,true,true,Đóng đủ ngay lúc đăng ký. Tinh thần tốt. Cần luyện đề lý thuyết phần biển báo.
hv-093,HV093,Suzy,079 917 596,23/01/1993,Nữ,0790933227397,"229/30 Phan Đăng Lưu, Q.5, TP.HCM",Bến Tre,03/04/2020,Cục CS QLHC về TTXH,cls-2025-03-02-2,A,fee-a,promo-none,1995000,true,u-4,br-2,21/03/2025 13:30:23,true,true,true,true,"Đóng đủ ngay lúc đăng ký. Tinh thần tốt. Kỹ năng phanh trước tốt, đã làm chủ trên dốc."
hv-094,HV094,Đan Trường,088 163 731,15/03/1991,Nam,0790913202673,"196/8 Nguyễn Đình Chiểu, Q.Thủ Đức, TP.HCM",Tây Ninh,04/04/2019,Cục CS QLHC về TTXH,cls-2025-03-02-2,A1,fee-a1,promo-none,565000,true,u-3,br-2,03/03/2025 13:31:37,true,true,true,true,Đóng đủ ngay lúc đăng ký. Tinh thần tốt. Tư thế ngồi chưa thoải mái — đang điều chỉnh.
hv-095,HV095,Lisa,070 574 770,05/04/2004,Nữ,0791047449457,"128/13 Nguyễn Thị Minh Khai, Q.8, TP.HCM",Bình Dương,21/12/2024,Cục CS QLHC về TTXH,cls-2025-03-02-2,A1,fee-a1,promo-none,565000,false,u-3,br-2,03/03/2025 17:11:21,true,false,false,true,Đóng đủ ngay lúc đăng ký. Tinh thần tốt. Tư thế ngồi chưa thoải mái — đang điều chỉnh.
hv-096,HV096,Hoài Lâm,035 790 378,13/09/1988,Nam,0790884713917,"139/12 Phan Xích Long, Q.Tân Bình, TP.HCM",Cà Mau,20/10/2021,Cục CS QLHC về TTXH,cls-2025-03-02-2,A1,fee-a1,promo-link,365000,true,u-3,br-2,08/03/2025 09:26:29,true,true,true,true,"Đã đóng đợt 1. Còn lại 182,500đ. Vào bài hình số 8 còn rộng, cần thu hẹp."
hv-097,HV097,Vương Phi,086 849 419,10/09/1999,Nữ,0790998493009,"342/1 Nguyễn Huệ, Q.12, TP.HCM",Cà Mau,17/05/2022,Cục CS QLHC về TTXH,cls-2025-03-02-2,A1,fee-a1,promo-none,565000,true,u-4,br-2,12/03/2025 10:17:01,true,true,true,true,"Đóng đủ ngay lúc đăng ký. Tinh thần tốt. Kỹ năng phanh trước tốt, đã làm chủ trên dốc."
hv-098,HV098,JustaTee,084 593 189,02/09/2004,Nam,0791048420718,"7/9 Lê Hồng Phong, Q.Phú Nhuận, TP.HCM",Vĩnh Long,05/05/2021,Cục CS QLHC về TTXH,cls-2025-03-02-2,A1,fee-a1,promo-link,365000,true,u-3,br-2,12/03/2025 13:41:21,true,true,true,true,"Đăng ký trước, đóng đủ sau. Đúng tiến độ. Bài đường gồ ghề lái chắc tay."
hv-099,HV099,Khởi My,039 999 395,15/09/2006,Nữ,0791067885567,"244/14 Nguyễn Huệ, Q.Gò Vấp, TP.HCM",Đồng Nai,28/10/2020,Cục CS QLHC về TTXH,cls-2025-03-02-2,A,fee-a,promo-link,1795000,true,u-4,br-2,25/02/2025 16:40:36,true,true,true,true,Đóng đủ ngay lúc đăng ký. Tinh thần tốt. Tư thế ngồi chưa thoải mái — đang điều chỉnh.
hv-100,HV100,Big Daddy,039 861 269,03/06/2007,Nam,0791074193024,"186/8 Lê Hồng Phong, Q.Bình Tân, TP.HCM",Ninh Bình,03/06/2018,Cục CS QLHC về TTXH,cls-2025-03-02-2,A1,fee-a1,promo-summer,415000,false,u-4,br-2,13/03/2025 12:39:49,true,false,true,true,Đóng đủ ngay lúc đăng ký. Tinh thần tốt. Phản ứng nhanh với tình huống bất ngờ.
hv-101,HV101,Bruce Lee,056 953 412,05/01/1991,Nam,0790913244865,"46/29 Bạch Đằng, Q.3, TP.HCM",Quảng Ngãi,22/11/2019,Cục CS QLHC về TTXH,cls-2025-03-02-2,A1,fee-a1,promo-summer,415000,true,u-3,br-2,05/03/2025 16:29:44,true,true,true,true,Đóng đủ ngay lúc đăng ký. Tinh thần tốt. Tâm lý ổn định khi đi đường thật.
hv-102,HV102,Đát Kỷ,077 202 158,20/09/2007,Nữ,0791079791306,"86/7 Nguyễn Văn Linh, Q.2, TP.HCM",Đồng Nai,06/03/2024,Cục CS QLHC về TTXH,cls-2025-03-02-2,A1,fee-a1,promo-none,565000,false,u-3,br-2,16/03/2025 13:29:14,false,true,true,true,"Đóng đủ ngay lúc đăng ký. Tinh thần tốt. Số 2 và số 3 tự tin, sang số mượt."
hv-103,HV103,Văn Mai Hương,035 857 947,09/10/2004,Nữ,0791045849853,"363/10 Lê Duẩn, Q.Phú Nhuận, TP.HCM",Bến Tre,28/12/2020,Cục CS QLHC về TTXH,cls-2025-03-03-2,A,fee-a,promo-none,1995000,true,u-4,br-2,07/03/2025 12:28:31,true,true,true,true,Đóng đủ ngay lúc đăng ký. Tinh thần tốt. Tâm lý ổn định khi đi đường thật.
hv-104,HV104,Hồ Quỳnh Hương,070 609 766,15/08/2001,Nữ,0791011494884,"265/2 Lý Thường Kiệt, Q.Tân Phú, TP.HCM",Khánh Hòa,06/06/2019,Cục CS QLHC về TTXH,cls-2025-03-03-2,A,fee-a,promo-sgnv,1695000,true,u-3,br-2,08/03/2025 13:28:25,true,true,true,true,"Đóng đủ ngay lúc đăng ký. Tinh thần tốt. Số 2 và số 3 tự tin, sang số mượt."
hv-105,HV105,Hyun Bin,078 444 709,08/04/2003,Nam,0791032580308,"345/11 Pasteur, Q.5, TP.HCM",Tiền Giang,26/02/2021,Cục CS QLHC về TTXH,cls-2025-03-03-2,A1,fee-a1,promo-none,565000,true,u-4,br-2,05/03/2025 13:53:47,true,true,true,true,Đóng đủ ngay lúc đăng ký. Tinh thần tốt. Bài đường gồ ghề lái chắc tay.
hv-106,HV106,Ed Sheeran,077 681 614,08/12/2004,Nam,0791049216638,"19/21 Lê Văn Sỹ, Q.12, TP.HCM",Cà Mau,04/06/2022,Cục CS QLHC về TTXH,cls-2025-03-03-2,A1,fee-a1,promo-none,565000,true,u-3,br-2,21/02/2025 12:39:48,true,true,true,true,"Đóng đủ ngay lúc đăng ký. Tinh thần tốt. Vào bài hình số 8 còn rộng, cần thu hẹp."
hv-107,HV107,Càn Long,036 714 796,01/03/1992,Nam,0790924819821,"22/14 Lê Hồng Phong, Q.10, TP.HCM",Phú Yên,16/04/2024,Cục CS QLHC về TTXH,cls-2025-03-04-2,A,fee-a,promo-none,1995000,false,u-4,br-2,15/02/2025 12:22:15,true,true,false,false,Đóng đủ ngay lúc đăng ký. Tinh thần tốt. Sang số chân còn nặng. Đang cải thiện.
hv-108,HV108,Tôn Quyền,056 306 533,25/01/2003,Nam,0791038564754,"283/13 Lê Duẩn, Q.12, TP.HCM",Bạc Liêu,18/02/2020,Cục CS QLHC về TTXH,cls-2025-03-04-2,A,fee-a,promo-none,1995000,true,u-4,br-2,24/02/2025 14:39:50,true,true,true,true,"Đăng ký trước, đóng đủ sau. Đúng tiến độ. Đã hoàn thành 3 buổi sa hình, đạt yêu cầu."
hv-109,HV109,Eden Hazard,085 366 627,17/01/1997,Nam,0790972393895,"341/8 Nguyễn Hữu Cảnh, Q.2, TP.HCM",Bình Dương,03/12/2020,Cục CS QLHC về TTXH,cls-2025-03-04-2,A1,fee-a1,promo-none,565000,false,u-3,br-2,01/03/2025 14:27:54,true,true,true,true,"Đăng ký trước, đóng đủ sau. Đúng tiến độ. Kỹ năng phanh trước tốt, đã làm chủ trên dốc."
hv-110,HV110,Hồ Văn Cường,037 943 123,12/02/2005,Nam,0791056197084,"147/16 Lê Duẩn, Q.3, TP.HCM",Tây Ninh,19/05/2024,Cục CS QLHC về TTXH,cls-2025-03-04-2,A1,fee-a1,promo-none,565000,true,u-3,br-2,01/03/2025 14:51:54,true,true,true,true,Đóng đủ ngay lúc đăng ký. Tinh thần tốt. Phản ứng nhanh với tình huống bất ngờ.
hv-111,HV111,Bảo Anh,033 791 982,24/07/1988,Nữ,0790883627513,"276/27 Lê Văn Sỹ, Q.7, TP.HCM",Thái Bình,04/06/2024,Cục CS QLHC về TTXH,cls-2025-03-04-2,A1,fee-a1,promo-none,565000,true,u-4,br-2,20/02/2025 11:00:05,true,true,true,true,Đóng đủ ngay lúc đăng ký. Tinh thần tốt. Sang số chân còn nặng. Đang cải thiện.
hv-112,HV112,Lương Triều Vỹ,081 579 929,20/05/2004,Nam,0791044665016,"15/29 Nguyễn Trãi, Q.1, TP.HCM",An Giang,25/07/2020,Cục CS QLHC về TTXH,cls-2025-03-04-2,A1,fee-a1,promo-none,565000,true,u-4,br-2,18/02/2025 08:53:33,true,true,true,true,Đóng đủ ngay lúc đăng ký. Tinh thần tốt. Tay lái còn run khi vào cua hẹp.
hv-113,HV113,Park Hang-seo,089 602 482,15/06/1994,Nam,0790946616767,"62/5 Võ Văn Tần, Q.4, TP.HCM",Huế,24/04/2020,Cục CS QLHC về TTXH,cls-2025-03-04-2,A1,fee-a1,promo-none,565000,false,u-3,br-2,07/03/2025 12:09:01,true,false,true,true,"Đóng đủ ngay lúc đăng ký. Tinh thần tốt. Kỹ năng phanh trước tốt, đã làm chủ trên dốc."
hv-114,HV114,Hari Won,091 520 220,19/02/2001,Nữ,0791013715634,"306/2 Phạm Văn Đồng, Q.Phú Nhuận, TP.HCM",Thanh Hóa,14/07/2021,Cục CS QLHC về TTXH,cls-2025-03-04-2,A1,fee-a1,promo-none,565000,true,u-4,br-2,19/02/2025 14:18:20,true,true,true,true,Đóng đủ ngay lúc đăng ký. Tinh thần tốt. Tay lái còn run khi vào cua hẹp.
hv-115,HV115,Đỗ Hà,078 772 978,26/01/1993,Nữ,0790934088937,"255/27 Phan Xích Long, Q.4, TP.HCM",An Giang,14/05/2022,Cục CS QLHC về TTXH,cls-2025-03-01-3,A1,fee-a1,promo-none,565000,true,u-5,br-3,02/03/2025 15:09:37,true,true,true,true,"Đóng đủ ngay lúc đăng ký. Tinh thần tốt. Đã hoàn thành 3 buổi sa hình, đạt yêu cầu."
hv-116,HV116,AMEE,076 703 495,02/03/2004,Nữ,0791046929947,"175/7 Nguyễn Hữu Cảnh, Q.Tân Bình, TP.HCM",Nam Định,22/06/2019,Cục CS QLHC về TTXH,cls-2025-03-01-3,A1,fee-a1,promo-link,365000,true,u-6,br-3,09/02/2025 08:42:02,true,true,true,true,Đóng đủ ngay lúc đăng ký. Tinh thần tốt. Lo lắng trước ngày thi — cần động viên.
hv-117,HV117,Mạnh Trường,036 453 492,01/01/2000,Nam,0791002188675,"336/22 Lý Thường Kiệt, Q.7, TP.HCM",Thanh Hóa,06/05/2023,Cục CS QLHC về TTXH,cls-2025-03-01-3,A1,fee-a1,promo-none,565000,true,u-6,br-3,04/02/2025 15:54:40,true,true,true,true,"Đăng ký trước, đóng đủ sau. Đúng tiến độ. Sang số chân còn nặng. Đang cải thiện."
hv-118,HV118,Trọng Hoàng,094 125 287,30/12/1997,Nam,0790974900583,"166/10 Cộng Hòa, Q.Thủ Đức, TP.HCM",Thanh Hóa,07/05/2018,Cục CS QLHC về TTXH,cls-2025-03-01-3,A1,fee-a1,promo-none,565000,true,u-6,br-3,15/02/2025 14:01:10,true,true,true,true,Đóng đủ ngay lúc đăng ký. Tinh thần tốt. Sang số chân còn nặng. Đang cải thiện.
hv-119,HV119,Lee Min-ho,096 272 875,05/09/1999,Nam,0790999793057,"20/16 Hai Bà Trưng, Q.1, TP.HCM",Đà Nẵng,27/04/2022,Cục CS QLHC về TTXH,cls-2025-03-01-3,A1,fee-a1,promo-link,365000,true,u-5,br-3,25/02/2025 10:13:36,true,true,true,true,"Đã đóng đợt 1. Còn lại 182,500đ. Số 2 và số 3 tự tin, sang số mượt."
hv-120,HV120,RM,070 363 746,09/08/1991,Nam,0790914821757,"246/18 Phan Đăng Lưu, Q.5, TP.HCM",Nghệ An,02/06/2023,Cục CS QLHC về TTXH,cls-2025-03-01-3,A,fee-a,promo-summer,1845000,false,u-5,br-3,04/02/2025 10:35:09,false,true,true,true,Đóng đủ ngay lúc đăng ký. Tinh thần tốt. Bài đường gồ ghề lái chắc tay.
hv-121,HV121,Phan Mạnh Quỳnh,094 516 458,22/12/2002,Nam,0791026900427,"281/14 Lê Lai, Q.7, TP.HCM",Tiền Giang,08/06/2024,Cục CS QLHC về TTXH,cls-2025-03-01-3,A1,fee-a1,promo-none,565000,true,u-6,br-3,13/02/2025 13:48:33,true,true,true,true,"Đăng ký trước, đóng đủ sau. Đúng tiến độ. Hay quên xi-nhan khi rẽ phải. Đã được nhắc."
hv-122,HV122,Bruno Mars,059 584 520,01/07/2006,Nam,0791062324420,"293/29 Bạch Đằng, Q.4, TP.HCM",Đồng Nai,17/02/2018,Cục CS QLHC về TTXH,cls-2025-03-02-3,A1,fee-a1,promo-none,565000,true,u-6,br-3,07/03/2025 14:00:10,true,true,true,true,"Đăng ký trước, đóng đủ sau. Đúng tiến độ. Đã hoàn thành 3 buổi sa hình, đạt yêu cầu."
hv-123,HV123,Lý Liên Kiệt,036 687 145,21/03/2005,Nam,0791059349997,"305/16 Nguyễn Hữu Cảnh, Q.Thủ Đức, TP.HCM",Quảng Ngãi,03/07/2019,Cục CS QLHC về TTXH,cls-2025-03-02-3,A1,fee-a1,promo-summer,415000,false,u-6,br-3,23/02/2025 16:34:44,true,true,true,false,Đóng đủ ngay lúc đăng ký. Tinh thần tốt. Tâm lý ổn định khi đi đường thật.
hv-124,HV124,Hoài Linh,088 788 338,08/05/2004,Nam,0791045859828,"251/22 Lê Văn Sỹ, Q.8, TP.HCM",Cà Mau,24/06/2020,Cục CS QLHC về TTXH,cls-2025-03-02-3,A1,fee-a1,promo-none,565000,true,u-5,br-3,23/02/2025 10:02:22,true,true,true,true,"Đóng đủ ngay lúc đăng ký. Tinh thần tốt. Số 2 và số 3 tự tin, sang số mượt."
